19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
19,20,19,19,20,20,22,23,22
-65,46,2,26,27,25,25,24,23,22,22,23,22,21,21,21,21,21,21,20,19,18,18,17,17,16,15,15,4,0,0,0,0,0,0,0,0,0,5,19,20,21,22,21,21,21,21,21,22,24,24,24,23,23,24,24,22,22,22,22,23,23,25,26,26
-66,98,6,28,28,27,24,23,22,22,21,22,21,20,19,19,18,19,17,15,15,13,12,12,12,11,10,10,2,0,0,0,0,0,0,0,0,0,6,24,24,25,25,25,24,24,24,24,24,25,26,26,25,25,25,25,23,23,23,24,24,24,26,27,26
-63,131,5,32,33,31,29,29,29,28,27,26,27,26,26,27,27,28,27,25,25,24,23,21,21,21,20,20,5,0,0,0,0,0,0,0,0,0,4,17,17,19,19,19,20,21,21,22,22,24,25,25,25,25,27,27,26,25,25,26,26,27,29,32,31
-63,163,8,26,26,24,23,23,22,21,21,22,22,21,20,20,21,22,22,21,20,19,19,18,17,17,17,17,4,0,0,0,0,0,0,0,0,0,3,13,13,14,15,16,16,16,16,16,18,20,21,21,21,21,21,21,20,21,21,21,21,21,24,26,27
-64,114,14,27,28,27,25,24,24,22,23,24,23,23,21,21,23,24,24,22,21,20,20,19,18,18,18,17,4,0,0,0,0,0,0,0,0,0,4,16,16,18,18,18,18,18,19,19,20,21,22,22,21,21,22,23,21,21,22,22,23,23,26,26,25
-69,125,20,26,26,26,25,25,24,23,23,24,22,21,20,19,20,20,20,20,19,19,18,18,17,17,16,16,4,0,0,0,0,0,0,0,0,0,4,19,19,20,20,21,21,21,22,22,23,24,24,23,22,22,23,23,23,24,24,25,25,26,26,27,27
-67,125,20,27,26,26,25,24,25,24,23,22,23,23,22,22,23,23,23,23,22,22,21,20,20,19,18,18,4,0,0,0,0,0,0,0,0,0,4,17,17,18,19,20,19,20,20,20,21,22,23,22,22,22,22,22,21,23,23,23,23,25,26,27,27
-66,125,20,29,29,29,28,28,27,26,25,24,25,25,24,25,25,25,24,24,24,23,23,21,21,21,19,19,4,0,0,0,0,0,0,0,0,0,4,17,17,18,19,19,20,21,20,21,22,24,24,25,23,23,25,25,25,26,26,27,27,28,28,29,29
-66,125,20,29,30,29,28,28,27,26,27,27,26,25,25,25,25,25,25,26,25,24,24,24,22,21,22,21,6,0,0,0,0,0,0,0,0,0,5,19,19,19,20,20,22,23,23,23,24,26,26,25,24,24,26,25,25,25,26,27,27,27,28,29,30
-66,125,20,29,29,28,28,27,26,26,26,27,26,25,24,24,25,25,26,26,25,24,24,23,22,22,21,21,6,0,0,0,0,0,0,0,0,0,5,18,19,20,21,21,22,22,23,24,25,25,25,25,24,25,25,25,25,25,26,26,27,27,28,29,30
