-62,46,2,24,24,24,23,23,23,23,23,24,25,25,25,26,27,29,29,27,27,26,26,25,25,25,25,24,6,0,0,0,0,0,0,0,0,0,3,13,13,15,15,15,15,16,15,16,16,17,17,17,16,16,18,18,17,17,17,17,17,18,20,21,21
-62,98,6,26,27,27,25,25,24,25,25,26,27,27,27,28,29,31,31,30,29,28,27,28,27,27,27,25,6,0,0,0,0,0,0,0,0,0,4,15,15,16,17,17,17,17,17,17,18,19,19,18,18,19,20,19,18,19,19,20,20,21,22,24,24
-67,131,5,21,21,21,20,19,20,21,22,23,23,23,24,25,27,29,30,29,29,29,28,29,28,29,28,28,7,0,0,0,0,0,0,0,0,0,4,16,17,17,18,17,18,18,18,19,19,20,20,20,18,18,19,18,18,17,16,16,17,18,19,20,19
-67,163,8,22,21,21,20,20,20,20,21,22,22,23,25,25,27,29,30,29,29,29,29,29,29,29,28,28,7,0,0,0,0,0,0,0,0,0,3,15,17,17,18,18,18,18,18,18,20,20,20,20,18,17,18,18,17,17,17,17,17,17,18,19,19
-65,114,14,21,23,22,21,21,21,21,22,23,23,24,25,27,27,28,29,28,28,28,28,28,27,27,27,27,6,0,0,0,0,0,0,0,0,0,2,12,13,14,15,15,15,15,14,14,15,16,17,17,15,15,15,15,15,15,16,16,16,17,18,20,21
-64,121,38,22,23,24,23,24,24,22,21,21,23,25,25,25,27,29,29,28,27,28,27,26,26,25,24,23,5,0,0,0,0,0,0,0,0,0,3,13,13,13,14,14,14,14,14,15,15,16,16,16,15,15,16,16,16,16,16,17,18,19,19,20,20
-69,125,20,23,24,24,24,25,25,25,26,27,28,27,27,28,29,30,30,30,29,29,29,28,27,27,26,27,5,0,0,0,0,0,0,0,0,0,2,14,15,14,15,15,16,17,17,17,17,18,18,17,17,17,17,18,18,18,19,19,20,21,21,22,23
-69,125,20,25,24,24,24,25,25,26,25,24,26,26,26,28,30,30,30,31,30,30,29,29,28,27,26,26,6,0,0,0,0,0,0,0,0,0,4,15,15,16,16,17,18,18,18,19,19,20,20,19,19,19,19,19,19,18,19,20,21,23,23,24,24
-68,125,20,22,23,23,23,23,24,24,25,25,25,25,25,26,27,29,29,28,29,29,27,27,25,26,26,24,6,0,0,0,0,0,0,0,0,0,2,15,15,16,16,17,17,17,18,18,18,19,19,19,18,19,19,19,18,19,20,19,19,20,21,22,22
-70,125,20,24,24,24,23,24,25,25,25,25,26,27,27,28,29,30,29,29,29,29,29,28,27,26,25,25,6,0,0,0,0,0,0,0,0,0,4,15,16,16,17,17,17,17,18,19,19,19,19,19,19,19,20,19,19,19,20,21,20,21,22,24,23
